worker_id,state,labour_category,contracted_wage,age,gender,migration_status,years_of_experience,feedback_score,job_type,timestamp
3,NAGALAND,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",4175,22,Male,Permanent Migrant,6,2.93,Major,17-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,18-08-2025
3,NAGALAND,Fishermen-coastal/deep-sea,3032,22,Male,Permanent Migrant,4,2.57,Secondary,19-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,20-08-2025
3,NAGALAND,Fishermen-coastal/deep-sea,3073,22,Male,Permanent Migrant,4,2.57,Secondary,21-08-2025
3,NAGALAND,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",2641,22,Male,Permanent Migrant,4,3.07,Major,22-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,23-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,24-08-2025
3,NAGALAND,Blacksmith,1960,22,Male,Permanent Migrant,2,3.77,Secondary,25-08-2025
3,NAGALAND,Mason,1371,22,Male,Permanent Migrant,6,2.64,Secondary,26-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,27-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,28-08-2025
3,NAGALAND,Harvesting/Winnowing/Threshing workers,2262,22,Male,Permanent Migrant,15,4.91,Secondary,29-08-2025
3,NAGALAND,Harvesting/Winnowing/Threshing workers,3668,22,Male,Permanent Migrant,15,4.62,Secondary,30-08-2025
3,NAGALAND,Mason,3398,22,Male,Permanent Migrant,6,2.64,Secondary,31-08-2025
4,MIZORAM,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",4029,43,Male,Temporary Migrant,12,4.09,Secondary,01-06-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,02-06-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,03-06-2025
4,MIZORAM,Mason,3704,43,Male,Temporary Migrant,15,4.1,Secondary,04-06-2025
4,MIZORAM,Harvesting/Winnowing/Threshing workers,4174,43,Male,Temporary Migrant,15,4.53,Secondary,05-06-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,06-06-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,07-06-2025
4,MIZORAM,Electrician,3859,43,Male,Temporary Migrant,4,3.28,Secondary,08-06-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,09-06-2025
4,MIZORAM,Sweeping/cleaning workers,4477,43,Male,Temporary Migrant,15,2.96,Secondary,10-06-2025
4,MIZORAM,Fishermen-coastal/deep-sea,1409,43,Male,Temporary Migrant,4,2.57,Secondary,11-06-2025
4,MIZORAM,Mason,1804,43,Male,Temporary Migrant,15,4.29,Secondary,12-06-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,13-06-2025
4,MIZORAM,Plumber,4695,43,Male,Temporary Migrant,15,4.29,Secondary,14-06-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,15-06-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,16-06-2025
4,MIZORAM,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",3002,43,Male,Temporary Migrant,6,2.93,Major,17-06-2025
4,MIZORAM,Handicraft workers,3062,43,Male,Temporary Migrant,8,2.86,Secondary,18-06-2025
4,MIZORAM,Weavers,3353,43,Male,Temporary Migrant,6,3.63,Secondary,19-06-2025
4,MIZORAM,Blacksmith,2774,43,Male,Temporary Migrant,2,3.77,Secondary,20-06-2025
4,MIZORAM,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",2412,43,Male,Temporary Migrant,6,2.93,Major,21-06-2025
4,MIZORAM,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",1561,43,Male,Temporary Migrant,6,2.93,Major,22-06-2025
4,MIZORAM,Harvesting/Winnowing/Threshing workers,1942,43,Male,Temporary Migrant,15,4.78,Secondary,23-06-2025
4,MIZORAM,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",1065,43,Male,Temporary Migrant,6,2.93,Major,24-06-2025
4,MIZORAM,Sweeping/cleaning workers,2967,43,Male,Temporary Migrant,15,2.96,Secondary,25-06-2025
4,MIZORAM,Blacksmith,4552,43,Male,Temporary Migrant,2,3.77,Secondary,26-06-2025
4,MIZORAM,Electrician,3618,43,Male,Temporary Migrant,4,3.28,Secondary,27-06-2025
4,MIZORAM,Handicraft workers,4698,43,Male,Temporary Migrant,8,2.86,Secondary,28-06-2025
4,MIZORAM,Fishermen-coastal/deep-sea,4450,43,Male,Temporary Migrant,2,3.64,Secondary,29-06-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,30-06-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,01-07-2025
4,MIZORAM,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",1376,43,Male,Temporary Migrant,12,4.09,Secondary,02-07-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,03-07-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,04-07-2025
4,MIZORAM,Electrician,4687,43,Male,Temporary Migrant,4,3.28,Secondary,05-07-2025
4,MIZORAM,"Plant protection workers (applying pesticides, treating seeds, etc.)",3861,43,Male,Temporary Migrant,2,2.95,Secondary,06-07-2025
4,MIZORAM,Handicraft workers,4466,43,Male,Temporary Migrant,9,3.63,Secondary,07-07-2025
4,MIZORAM,Handicraft workers,1554,43,Male,Temporary Migrant,15,2.86,Secondary,08-07-2025
4,MIZORAM,Harvesting/Winnowing/Threshing workers,4359,43,Male,Temporary Migrant,10,3.12,Secondary,09-07-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,10-07-2025
4,MIZORAM,Loggers and wood cutters,3744,43,Male,Temporary Migrant,13,3,Secondary,11-07-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,12-07-2025
4,MIZORAM,Handicraft workers,4290,43,Male,Temporary Migrant,8,2.86,Secondary,13-07-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,14-07-2025
4,MIZORAM,"Packaging labourers, agriculture",3603,43,Male,Temporary Migrant,8,3.73,Secondary,15-07-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,16-07-2025
4,MIZORAM,Handicraft workers,1331,43,Male,Temporary Migrant,15,2.86,Secondary,17-07-2025
4,MIZORAM,Blacksmith,4245,43,Male,Temporary Migrant,2,3.77,Secondary,18-07-2025
4,MIZORAM,Harvesting/Winnowing/Threshing workers,2076,43,Male,Temporary Migrant,15,4.78,Secondary,19-07-2025
4,MIZORAM,Harvesting/Winnowing/Threshing workers,1719,43,Male,Temporary Migrant,15,4.53,Secondary,20-07-2025
4,MIZORAM,Handicraft workers,1103,43,Male,Temporary Migrant,15,2.86,Secondary,21-07-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,22-07-2025
4,MIZORAM,Fishermen-coastal/deep-sea,1814,43,Male,Temporary Migrant,4,2.57,Secondary,23-07-2025
4,MIZORAM,Blacksmith,1224,43,Male,Temporary Migrant,2,3.77,Secondary,24-07-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,25-07-2025
4,MIZORAM,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",2174,43,Male,Temporary Migrant,6,2.93,Major,26-07-2025
4,MIZORAM,Harvesting/Winnowing/Threshing workers,3466,43,Male,Temporary Migrant,15,4.62,Secondary,27-07-2025
4,MIZORAM,Mason,1597,43,Male,Temporary Migrant,15,4.1,Secondary,28-07-2025
4,MIZORAM,"Plant protection workers (applying pesticides, treating seeds, etc.)",4543,43,Male,Temporary Migrant,2,2.95,Secondary,29-07-2025
4,MIZORAM,Plumber,2943,43,Male,Temporary Migrant,15,4.29,Secondary,30-07-2025
4,MIZORAM,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",4879,43,Male,Temporary Migrant,12,4.09,Secondary,31-07-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,01-08-2025
4,MIZORAM,Harvesting/Winnowing/Threshing workers,1890,43,Male,Temporary Migrant,15,4.53,Secondary,02-08-2025
4,MIZORAM,Sweeping/cleaning workers,3589,43,Male,Temporary Migrant,15,2.96,Secondary,03-08-2025
4,MIZORAM,Blacksmith,1549,43,Male,Temporary Migrant,2,3.77,Secondary,04-08-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,05-08-2025
4,MIZORAM,Weavers,2700,43,Male,Temporary Migrant,6,3.63,Secondary,06-08-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,07-08-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,08-08-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,09-08-2025
4,MIZORAM,Fishermen-coastal/deep-sea,2858,43,Male,Temporary Migrant,2,3.64,Secondary,10-08-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,11-08-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,12-08-2025
4,MIZORAM,Fishermen-coastal/deep-sea,4494,43,Male,Temporary Migrant,4,2.57,Secondary,13-08-2025
4,MIZORAM,Harvesting/Winnowing/Threshing workers,4140,43,Male,Temporary Migrant,15,4.91,Secondary,14-08-2025
4,MIZORAM,"Packaging labourers, agriculture",4864,43,Male,Temporary Migrant,8,3.73,Secondary,15-08-2025
4,MIZORAM,Mason,3148,43,Male,Temporary Migrant,15,4.1,Secondary,16-08-2025
4,MIZORAM,Loggers and wood cutters,1814,43,Male,Temporary Migrant,13,3,Secondary,17-08-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,18-08-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,19-08-2025
4,MIZORAM,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",2425,43,Male,Temporary Migrant,6,2.93,Major,20-08-2025
4,MIZORAM,Sweeping/cleaning workers,4494,43,Male,Temporary Migrant,15,2.96,Secondary,21-08-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,22-08-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,23-08-2025
4,MIZORAM,No Job,0,43,Male,Temporary Migrant,0,0,No Job,24-08-2025
4,MIZORAM,Sweeping/cleaning workers,3970,43,Male,Temporary Migrant,15,2.96,Secondary,25-08-2025
4,MIZORAM,Electrician,2501,43,Male,Temporary Migrant,4,3.28,Secondary,26-08-2025
4,MIZORAM,Construction Site Supervisor,3243,43,Male,Temporary Migrant,15,4.07,Secondary,27-08-2025
4,MIZORAM,Sweeping/cleaning workers,4464,43,Male,Temporary Migrant,15,2.96,Secondary,28-08-2025
4,MIZORAM,Sweeping/cleaning workers,3583,43,Male,Temporary Migrant,15,2.96,Secondary,29-08-2025
4,MIZORAM,Loggers and wood cutters,4374,43,Male,Temporary Migrant,12,3.99,Secondary,30-08-2025
4,MIZORAM,Fishermen-coastal/deep-sea,1686,43,Male,Temporary Migrant,4,2.57,Secondary,31-08-2025
5,ANDHRA PRADESH,Weavers,1669,33,Female,Permanent Migrant,6,3.63,Secondary,01-06-2025
5,ANDHRA PRADESH,Harvesting/Winnowing/Threshing workers,3571,33,Female,Permanent Migrant,15,4.78,Secondary,02-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,03-06-2025
5,ANDHRA PRADESH,Fishermen-coastal/deep-sea,4049,33,Female,Permanent Migrant,2,3.64,Secondary,04-06-2025
5,ANDHRA PRADESH,Handicraft workers,4274,33,Female,Permanent Migrant,15,2.86,Secondary,05-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,06-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,07-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,08-06-2025
5,ANDHRA PRADESH,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",1981,33,Female,Permanent Migrant,6,2.93,Major,09-06-2025
5,ANDHRA PRADESH,Handicraft workers,4306,33,Female,Permanent Migrant,9,3.63,Secondary,10-06-2025
5,ANDHRA PRADESH,Harvesting/Winnowing/Threshing workers,4130,33,Female,Permanent Migrant,15,4.91,Secondary,11-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,12-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,13-06-2025
5,ANDHRA PRADESH,Blacksmith,4012,33,Female,Permanent Migrant,2,3.77,Secondary,14-06-2025
5,ANDHRA PRADESH,Plumber,4730,33,Female,Permanent Migrant,15,4.29,Secondary,15-06-2025
5,ANDHRA PRADESH,Sweeping/cleaning workers,3695,33,Female,Permanent Migrant,15,2.96,Secondary,16-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,17-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,18-06-2025
5,ANDHRA PRADESH,Mason,2709,33,Female,Permanent Migrant,15,4.1,Secondary,19-06-2025
5,ANDHRA PRADESH,"Plant protection workers (applying pesticides, treating seeds, etc.)",3809,33,Female,Permanent Migrant,2,2.95,Secondary,20-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,21-06-2025
5,ANDHRA PRADESH,Handicraft workers,4872,33,Female,Permanent Migrant,9,3.63,Secondary,22-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,23-06-2025
5,ANDHRA PRADESH,Construction Site Supervisor,4970,33,Female,Permanent Migrant,15,4.02,Secondary,24-06-2025
5,ANDHRA PRADESH,Construction Site Supervisor,3305,33,Female,Permanent Migrant,15,4.07,Secondary,25-06-2025
5,ANDHRA PRADESH,Harvesting/Winnowing/Threshing workers,3899,33,Female,Permanent Migrant,15,4.91,Secondary,26-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,27-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,28-06-2025
5,ANDHRA PRADESH,Mason,3085,33,Female,Permanent Migrant,3,2.83,Secondary,29-06-2025
5,ANDHRA PRADESH,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",4807,33,Female,Permanent Migrant,4,3.07,Major,30-06-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,01-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,02-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,03-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,04-07-2025
5,ANDHRA PRADESH,Mason,2075,33,Female,Permanent Migrant,9,3.6,Secondary,05-07-2025
5,ANDHRA PRADESH,Blacksmith,3173,33,Female,Permanent Migrant,2,3.77,Secondary,06-07-2025
5,ANDHRA PRADESH,Weavers,2227,33,Female,Permanent Migrant,6,3.63,Secondary,07-07-2025
5,ANDHRA PRADESH,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",4603,33,Female,Permanent Migrant,6,2.93,Major,08-07-2025
5,ANDHRA PRADESH,Handicraft workers,1063,33,Female,Permanent Migrant,8,2.86,Secondary,09-07-2025
5,ANDHRA PRADESH,Fishermen-coastal/deep-sea,1166,33,Female,Permanent Migrant,2,3.64,Secondary,10-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,11-07-2025
5,ANDHRA PRADESH,Harvesting/Winnowing/Threshing workers,2476,33,Female,Permanent Migrant,10,3.12,Secondary,12-07-2025
5,ANDHRA PRADESH,Weavers,3285,33,Female,Permanent Migrant,15,2.57,Secondary,13-07-2025
5,ANDHRA PRADESH,Sweeping/cleaning workers,2020,33,Female,Permanent Migrant,15,2.96,Secondary,14-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,15-07-2025
5,ANDHRA PRADESH,Fishermen-coastal/deep-sea,1013,33,Female,Permanent Migrant,4,2.57,Secondary,16-07-2025
5,ANDHRA PRADESH,Plumber,1417,33,Female,Permanent Migrant,15,4.29,Secondary,17-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,18-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,19-07-2025
5,ANDHRA PRADESH,Weavers,3286,33,Female,Permanent Migrant,6,3.63,Secondary,20-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,21-07-2025
5,ANDHRA PRADESH,Loggers and wood cutters,3158,33,Female,Permanent Migrant,13,3,Secondary,22-07-2025
5,ANDHRA PRADESH,Harvesting/Winnowing/Threshing workers,3803,33,Female,Permanent Migrant,15,4.91,Secondary,23-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,24-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,25-07-2025
5,ANDHRA PRADESH,Blacksmith,4732,33,Female,Permanent Migrant,2,3.77,Secondary,26-07-2025
5,ANDHRA PRADESH,Fishermen-coastal/deep-sea,3303,33,Female,Permanent Migrant,4,2.57,Secondary,27-07-2025
5,ANDHRA PRADESH,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",3868,33,Female,Permanent Migrant,12,4.09,Secondary,28-07-2025
5,ANDHRA PRADESH,Weavers,4966,33,Female,Permanent Migrant,6,3.63,Secondary,29-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,30-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,31-07-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,01-08-2025
5,ANDHRA PRADESH,Plumber,3956,33,Female,Permanent Migrant,15,4.29,Secondary,02-08-2025
5,ANDHRA PRADESH,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",1778,33,Female,Permanent Migrant,12,4.09,Secondary,03-08-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,04-08-2025
5,ANDHRA PRADESH,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",1096,33,Female,Permanent Migrant,6,2.93,Major,05-08-2025
5,ANDHRA PRADESH,Weavers,2293,33,Female,Permanent Migrant,6,3.63,Secondary,06-08-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,07-08-2025
5,ANDHRA PRADESH,"Plant protection workers (applying pesticides, treating seeds, etc.)",1313,33,Female,Permanent Migrant,2,2.95,Secondary,08-08-2025
5,ANDHRA PRADESH,Harvesting/Winnowing/Threshing workers,3256,33,Female,Permanent Migrant,15,4.91,Secondary,09-08-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,10-08-2025
5,ANDHRA PRADESH,"Packaging labourers, agriculture",4175,33,Female,Permanent Migrant,8,3.73,Secondary,11-08-2025
5,ANDHRA PRADESH,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",1602,33,Female,Permanent Migrant,4,3.07,Major,12-08-2025
5,ANDHRA PRADESH,Sweeping/cleaning workers,3456,33,Female,Permanent Migrant,15,2.96,Secondary,13-08-2025
5,ANDHRA PRADESH,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",4872,33,Female,Permanent Migrant,6,2.93,Major,14-08-2025
5,ANDHRA PRADESH,Mason,3127,33,Female,Permanent Migrant,15,4.29,Secondary,15-08-2025
5,ANDHRA PRADESH,Handicraft workers,1193,33,Female,Permanent Migrant,9,3.63,Secondary,16-08-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,17-08-2025
5,ANDHRA PRADESH,Loggers and wood cutters,1245,33,Female,Permanent Migrant,13,3,Secondary,18-08-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,19-08-2025
5,ANDHRA PRADESH,Plumber,4054,33,Female,Permanent Migrant,15,4.29,Secondary,20-08-2025
5,ANDHRA PRADESH,Blacksmith,1624,33,Female,Permanent Migrant,2,3.77,Secondary,21-08-2025
5,ANDHRA PRADESH,Mason,4888,33,Female,Permanent Migrant,6,2.64,Secondary,22-08-2025
5,ANDHRA PRADESH,Fishermen-coastal/deep-sea,4545,33,Female,Permanent Migrant,4,2.57,Secondary,23-08-2025
5,ANDHRA PRADESH,Plumber,2372,33,Female,Permanent Migrant,15,4.09,Secondary,24-08-2025
5,ANDHRA PRADESH,Electrician,4111,33,Female,Permanent Migrant,4,3.28,Secondary,25-08-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,26-08-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,27-08-2025
5,ANDHRA PRADESH,No Job,0,33,Female,Permanent Migrant,0,0,No Job,28-08-2025
5,ANDHRA PRADESH,Fishermen-coastal/deep-sea,4355,33,Female,Permanent Migrant,2,3.64,Secondary,29-08-2025
5,ANDHRA PRADESH,"Plant protection workers (applying pesticides, treating seeds, etc.)",4585,33,Female,Permanent Migrant,2,2.95,Secondary,30-08-2025
5,ANDHRA PRADESH,"Plant protection workers (applying pesticides, treating seeds, etc.)",2805,33,Female,Permanent Migrant,2,2.95,Secondary,31-08-2025
6,GUJARAT,Harvesting/Winnowing/Threshing workers,3895,31,Male,Temporary Migrant,15,4.91,Secondary,01-06-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,02-06-2025
6,GUJARAT,Fishermen-coastal/deep-sea,4316,31,Male,Temporary Migrant,2,3.64,Secondary,03-06-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,04-06-2025
6,GUJARAT,Harvesting/Winnowing/Threshing workers,1368,31,Male,Temporary Migrant,10,3.12,Secondary,05-06-2025
6,GUJARAT,Mason,4947,31,Male,Temporary Migrant,3,2.83,Secondary,06-06-2025
6,GUJARAT,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",3315,31,Male,Temporary Migrant,4,3.07,Major,07-06-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,08-06-2025
6,GUJARAT,Construction Site Supervisor,1186,31,Male,Temporary Migrant,15,4.07,Secondary,09-06-2025
6,GUJARAT,Plumber,4810,31,Male,Temporary Migrant,15,4.29,Secondary,10-06-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,11-06-2025
6,GUJARAT,"Packaging labourers, agriculture",1406,31,Male,Temporary Migrant,8,3.73,Secondary,12-06-2025
6,GUJARAT,Fishermen-coastal/deep-sea,2938,31,Male,Temporary Migrant,4,2.57,Secondary,13-06-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,14-06-2025
6,GUJARAT,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",2596,31,Male,Temporary Migrant,4,3.07,Major,15-06-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,16-06-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,17-06-2025
6,GUJARAT,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",3884,31,Male,Temporary Migrant,4,3.07,Major,18-06-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,19-06-2025
6,GUJARAT,Harvesting/Winnowing/Threshing workers,2842,31,Male,Temporary Migrant,15,4.53,Secondary,20-06-2025
6,GUJARAT,Plumber,1016,31,Male,Temporary Migrant,15,4.29,Secondary,21-06-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,22-06-2025
6,GUJARAT,Blacksmith,1115,31,Male,Temporary Migrant,2,3.77,Secondary,23-06-2025
6,GUJARAT,Fishermen-coastal/deep-sea,4993,31,Male,Temporary Migrant,2,3.64,Secondary,24-06-2025
6,GUJARAT,Harvesting/Winnowing/Threshing workers,1495,31,Male,Temporary Migrant,15,4.91,Secondary,25-06-2025
6,GUJARAT,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",1891,31,Male,Temporary Migrant,4,3.07,Major,26-06-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,27-06-2025
6,GUJARAT,Plumber,3883,31,Male,Temporary Migrant,15,4.29,Secondary,28-06-2025
6,GUJARAT,Handicraft workers,1498,31,Male,Temporary Migrant,15,2.86,Secondary,29-06-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,30-06-2025
6,GUJARAT,Handicraft workers,3608,31,Male,Temporary Migrant,15,2.86,Secondary,01-07-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,02-07-2025
6,GUJARAT,Mason,1322,31,Male,Temporary Migrant,9,3.6,Secondary,03-07-2025
6,GUJARAT,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",3262,31,Male,Temporary Migrant,4,3.07,Major,04-07-2025
6,GUJARAT,Handicraft workers,2334,31,Male,Temporary Migrant,9,3.63,Secondary,05-07-2025
6,GUJARAT,Electrician,1518,31,Male,Temporary Migrant,4,3.28,Secondary,06-07-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,07-07-2025
6,GUJARAT,Plumber,4459,31,Male,Temporary Migrant,15,4.29,Secondary,08-07-2025
6,GUJARAT,Harvesting/Winnowing/Threshing workers,2195,31,Male,Temporary Migrant,15,4.91,Secondary,09-07-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,10-07-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,11-07-2025
6,GUJARAT,Weavers,1147,31,Male,Temporary Migrant,15,2.57,Secondary,12-07-2025
6,GUJARAT,Weavers,3527,31,Male,Temporary Migrant,6,3.63,Secondary,13-07-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,14-07-2025
6,GUJARAT,Plumber,1253,31,Male,Temporary Migrant,15,4.29,Secondary,15-07-2025
6,GUJARAT,Handicraft workers,2081,31,Male,Temporary Migrant,9,3.63,Secondary,16-07-2025
6,GUJARAT,Fishermen-coastal/deep-sea,2339,31,Male,Temporary Migrant,2,3.64,Secondary,17-07-2025
6,GUJARAT,Handicraft workers,4335,31,Male,Temporary Migrant,15,2.86,Secondary,18-07-2025
6,GUJARAT,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",1193,31,Male,Temporary Migrant,6,2.93,Major,19-07-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,20-07-2025
6,GUJARAT,No Job,0,31,Male,Temporary Migrant,0,0,No Job,21-07-2025
6,GUJARAT,Loggers and wood cutters,2735,31,Male,Temporary Migrant,12,3.99,Secondary,22-07-2025
6,GUJARAT,Handicraft workers,1714,31,Male,Temporary Migrant,15,2.86,Secondary,23-07-2025
6,GUJARAT,Blacksmith,4273,31,Male,Temporary Migrant,2,3.77,Secondary,24-07-2025
6,GUJARAT,Mason,1277,31,Male,Temporary Migrant,6,2.64,Secondary,25-07-2025
